sample_id,source_video_id,window_id,noise_level,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
L_G20_PSI18_V001_W0012,L_G20_PSI18_V001,12,30,15.4,22.0,4.297418,1.0,5.2,18.467803,18.933333,4.113864,1.0,4.866667,-3.533333,1
L_G20_PSI18_V001_W0013,L_G20_PSI18_V001,13,30,14.3,21.0,3.834817,1.0,4.5,14.705819,17.1,4.321263,1.0,4.6,-2.8,1
L_G20_PSI18_V001_W0014,L_G20_PSI18_V001,14,30,15.8,22.0,3.748936,1.0,5.2,14.054522,15.733333,4.634088,1.0,4.4,0.066667,1
L_G20_PSI18_V001_W0015,L_G20_PSI18_V001,15,30,16.9,24.0,3.463537,1.0,5.5,11.996091,15.166667,3.96039,1.0,4.966667,1.733333,1
L_G20_PSI18_V001_W0016,L_G20_PSI18_V001,16,30,12.4,19.0,4.826412,1.0,3.8,23.294254,15.666667,3.68243,1.0,5.066667,-3.266667,1
L_G20_PSI18_V001_W0017,L_G20_PSI18_V001,17,30,16.5,26.0,5.715799,1.0,4.4,32.670361,15.033333,4.012962,1.0,4.833333,1.466667,1
L_G20_PSI18_V001_W0018,L_G20_PSI18_V001,18,30,16.6,26.0,5.293858,1.0,5.4,28.024934,15.266667,4.668583,1.0,4.566667,1.333333,1
L_G20_PSI18_V001_W0019,L_G20_PSI18_V001,19,30,15.7,24.0,2.821015,1.0,5.4,7.958127,15.166667,5.27869,1.0,4.533333,0.533333,1
L_G20_PSI18_V001_W0020,L_G20_PSI18_V001,20,30,14.7,23.0,4.950662,1.0,3.8,24.509056,16.266667,4.610224,1.0,5.066667,-1.566667,1
L_G20_PSI18_V001_W0021,L_G20_PSI18_V001,21,30,21.0,31.0,3.348574,1.0,5.1,11.212948,15.666667,4.355179,1.0,4.866667,5.333333,1
L_G20_PSI18_V001_W0022,L_G20_PSI18_V001,22,30,21.7,24.0,2.86911,1.0,3.8,8.231795,17.133333,3.70675,1.0,4.766667,4.566667,1
L_G20_PSI18_V001_W0023,L_G20_PSI18_V001,23,30,26.1,31.0,5.755498,1.0,3.3,33.125763,19.133333,3.722782,1.0,4.233333,6.966667,1
L_G20_PSI18_V001_W0024,L_G20_PSI18_V001,24,30,17.2,18.0,5.224921,1.0,4.9,27.299804,22.933333,3.991061,1.0,4.066667,-5.733333,1
L_G20_PSI18_V001_W0025,L_G20_PSI18_V001,25,30,23.5,29.0,3.555624,1.0,5.1,12.642465,21.666667,4.61651,1.0,4.0,1.833333,1
L_G20_PSI18_V001_W0026,L_G20_PSI18_V001,26,30,17.8,22.0,3.253157,1.0,3.6,10.58303,22.266667,4.845348,1.0,4.433333,-4.466667,1
L_G20_PSI18_V001_W0027,L_G20_PSI18_V001,27,30,10.8,16.0,3.636177,1.0,4.1,13.221784,19.5,4.011234,1.0,4.533333,-8.7,1
L_G20_PSI18_V001_W0028,L_G20_PSI18_V001,28,30,3.8,9.0,3.389828,0.7,2.6,11.490937,17.366667,3.481653,1.0,4.266667,-13.566667,1
L_G20_PSI18_V001_W0029,L_G20_PSI18_V001,29,30,0.4,2.0,0.843274,0.2,1.0,0.711111,10.8,3.426387,0.9,3.433333,-10.4,0
L_G20_PSI18_V001_W0031,L_G20_PSI18_V001,31,30,1.4,4.0,1.577621,0.5,1.6,2.488889,5.0,2.623093,0.633333,2.566667,-3.6,0
L_G20_PSI18_V001_W0032,L_G20_PSI18_V001,32,30,2.4,8.0,2.674987,0.6,2.1,7.155556,1.866667,1.936908,0.466667,1.733333,0.533333,0
L_G22_PSI30_V002_W0000,L_G22_PSI30_V002,0,30,0.6,3.0,0.788827,0.3,1.2,0.622248,0.0,0.0,0.0,0.0,0.6,0
L_G22_PSI30_V002_W0001,L_G22_PSI30_V002,1,30,2.0,6.0,1.817315,0.7,1.7,3.302633,0.6,0.788827,0.3,1.2,1.4,0
L_G22_PSI30_V002_W0002,L_G22_PSI30_V002,2,30,1.1,3.0,1.354159,0.3,1.7,1.833747,1.3,1.303071,0.5,1.45,-0.2,0
L_G22_PSI30_V002_W0003,L_G22_PSI30_V002,3,30,2.5,5.0,0.737192,1.0,1.9,0.543452,1.233333,1.3201,0.433333,1.533333,1.266667,0
L_G22_PSI30_V002_W0004,L_G22_PSI30_V002,4,30,4.5,12.0,2.66565,1.0,2.5,7.105688,1.866667,1.302889,0.666667,1.766667,2.633333,1
L_G22_PSI30_V002_W0005,L_G22_PSI30_V002,5,30,12.7,19.0,4.24753,1.0,4.6,18.041515,2.7,1.585667,0.766667,2.033333,10.0,1
L_G22_PSI30_V002_W0006,L_G22_PSI30_V002,6,30,24.4,35.0,6.377857,1.0,3.0,40.677062,6.566667,2.550124,1.0,3.0,17.833333,1
L_G22_PSI30_V002_W0007,L_G22_PSI30_V002,7,30,28.0,37.0,5.323091,1.0,6.1,28.335297,13.866667,4.430346,1.0,3.366667,14.133333,1
L_G22_PSI30_V002_W0008,L_G22_PSI30_V002,8,30,29.3,42.0,5.465388,1.0,4.3,29.870463,21.7,5.31616,1.0,4.566667,7.6,1
L_G22_PSI30_V002_W0009,L_G22_PSI30_V002,9,30,41.5,48.0,4.758943,1.0,5.8,22.647535,27.233333,5.722112,1.0,4.466667,14.266667,1
L_G22_PSI30_V002_W0010,L_G22_PSI30_V002,10,30,32.6,45.0,7.018241,1.0,5.0,49.255712,32.933333,5.182474,1.0,5.4,-0.333333,1
L_G22_PSI30_V002_W0011,L_G22_PSI30_V002,11,30,38.5,41.0,4.458918,1.0,3.2,19.881954,34.466667,5.747524,1.0,5.033333,4.033333,1
L_G22_PSI30_V002_W0012,L_G22_PSI30_V002,12,30,37.1,40.0,4.861417,1.0,4.7,23.633379,37.533333,5.412034,1.0,4.666667,-0.433333,1
L_G22_PSI30_V002_W0013,L_G22_PSI30_V002,13,30,32.8,43.0,6.011911,1.0,4.6,36.143079,36.066667,5.446192,1.0,4.3,-3.266667,1
L_G22_PSI30_V002_W0014,L_G22_PSI30_V002,14,30,38.6,46.0,5.087104,1.0,4.9,25.878627,36.133333,5.110749,1.0,4.166667,2.466667,1
L_G22_PSI30_V002_W0015,L_G22_PSI30_V002,15,30,32.4,37.0,3.733931,1.0,5.9,13.942244,36.166667,5.320144,1.0,4.733333,-3.766667,1
L_G22_PSI30_V002_W0016,L_G22_PSI30_V002,16,30,36.9,48.0,6.184726,1.0,4.0,38.250836,34.6,4.944316,1.0,5.133333,2.3,1
L_G22_PSI30_V002_W0017,L_G22_PSI30_V002,17,30,37.1,40.0,4.594205,1.0,3.4,21.106724,35.966667,5.00192,1.0,4.933333,1.133333,1
L_G22_PSI30_V002_W0018,L_G22_PSI30_V002,18,30,37.5,38.0,2.975965,1.0,4.5,8.85637,35.466667,4.837621,1.0,4.433333,2.033333,1
L_G22_PSI30_V002_W0019,L_G22_PSI30_V002,19,30,41.2,48.0,5.15722,1.0,4.4,26.596918,37.166667,4.584966,1.0,3.966667,4.033333,1
L_G22_PSI30_V002_W0020,L_G22_PSI30_V002,20,30,47.0,50.0,5.090729,1.0,3.6,25.915527,38.6,4.242464,1.0,4.1,8.4,1
L_G22_PSI30_V002_W0021,L_G22_PSI30_V002,21,30,42.7,49.0,3.248895,1.0,5.8,10.555317,41.9,4.407972,1.0,4.166667,0.8,1
L_G22_PSI30_V002_W0022,L_G22_PSI30_V002,22,30,33.3,50.0,6.373981,1.0,4.3,40.627639,43.633333,4.498948,1.0,4.6,-10.333333,1
L_G22_PSI30_V002_W0023,L_G22_PSI30_V002,23,30,41.7,47.0,4.220618,1.0,5.1,17.813616,41.0,4.904535,1.0,4.566667,0.7,1
L_G22_PSI30_V002_W0024,L_G22_PSI30_V002,24,30,43.2,47.0,3.617174,1.0,4.8,13.083946,39.233333,4.614498,1.0,5.066667,3.966667,1
L_G22_PSI30_V002_W0025,L_G22_PSI30_V002,25,30,36.9,41.0,2.82754,1.0,4.6,7.994982,39.4,4.737258,1.0,4.733333,-2.5,1
L_G22_PSI30_V002_W0026,L_G22_PSI30_V002,26,30,42.5,56.0,4.799615,1.0,4.0,23.036305,40.6,3.555111,1.0,4.833333,1.9,1
L_G22_PSI30_V002_W0027,L_G22_PSI30_V002,27,30,45.8,58.0,4.327523,1.0,7.1,18.727453,40.866667,3.74811,1.0,4.466667,4.933333,1
L_G24_PSI10_V001_W0004,L_G24_PSI10_V001,4,30,3.1,5.0,1.68032,0.9,1.9,2.823474,0.0,0.0,0.0,0.0,3.1,0
L_G24_PSI10_V001_W0005,L_G24_PSI10_V001,5,30,5.9,9.0,2.563777,1.0,3.2,6.572954,3.1,1.68032,0.9,1.9,2.8,1
L_G24_PSI10_V001_W0006,L_G24_PSI10_V001,6,30,15.9,24.0,3.800597,1.0,4.3,14.44454,4.5,2.122048,0.95,2.55,11.4,1
L_G24_PSI10_V001_W0007,L_G24_PSI10_V001,7,30,20.2,27.0,3.663002,1.0,3.4,13.417585,8.3,2.681565,0.966667,3.133333,11.9,1
L_G24_PSI10_V001_W0008,L_G24_PSI10_V001,8,30,22.7,37.0,5.777685,1.0,4.0,33.381645,14.0,3.342459,1.0,3.633333,8.7,1
L_G24_PSI10_V001_W0009,L_G24_PSI10_V001,9,30,22.3,29.0,2.482852,1.0,4.8,6.164554,19.6,4.413762,1.0,3.9,2.7,1
L_G24_PSI10_V001_W0010,L_G24_PSI10_V001,10,30,20.4,30.0,4.333625,1.0,6.0,18.780304,21.733333,3.974513,1.0,4.066667,-1.333333,1
L_G24_PSI10_V001_W0011,L_G24_PSI10_V001,11,30,18.6,25.0,2.67769,1.0,4.7,7.170025,21.8,4.198054,1.0,4.933333,-3.2,1
L_G24_PSI10_V001_W0012,L_G24_PSI10_V001,12,30,20.7,24.0,3.145059,1.0,5.7,9.891398,20.433333,3.164722,1.0,5.166667,0.266667,1
L_G24_PSI10_V001_W0013,L_G24_PSI10_V001,13,30,12.8,22.0,3.532037,1.0,3.9,12.475283,19.9,3.385458,1.0,5.466667,-7.1,1
L_G24_PSI10_V001_W0014,L_G24_PSI10_V001,14,30,21.3,30.0,6.028496,1.0,4.0,36.342761,17.366667,3.118262,1.0,4.766667,3.933333,1
L_G24_PSI10_V001_W0015,L_G24_PSI10_V001,15,30,18.5,24.0,4.239223,1.0,5.2,17.97101,18.266667,4.235197,1.0,4.533333,0.233333,1
L_G24_PSI10_V001_W0016,L_G24_PSI10_V001,16,30,17.3,21.0,3.477815,1.0,4.3,12.095196,17.533333,4.599918,1.0,4.366667,-0.233333,1
L_G24_PSI10_V001_W0017,L_G24_PSI10_V001,17,30,17.4,23.0,3.140108,1.0,4.3,9.860276,19.033333,4.581844,1.0,4.5,-1.633333,1
L_G24_PSI10_V001_W0018,L_G24_PSI10_V001,18,30,16.7,19.0,3.031014,1.0,4.1,9.187049,17.733333,3.619048,1.0,4.6,-1.033333,1
L_G24_PSI10_V001_W0019,L_G24_PSI10_V001,19,30,22.2,34.0,4.312227,1.0,5.8,18.5953,17.133333,3.216312,1.0,4.233333,5.066667,1
L_G24_PSI10_V001_W0020,L_G24_PSI10_V001,20,30,16.3,23.0,3.591862,1.0,4.2,12.901471,18.766667,3.49445,1.0,4.733333,-2.466667,1
L_G24_PSI10_V001_W0021,L_G24_PSI10_V001,21,30,19.4,27.0,4.64955,1.0,4.8,21.618319,18.4,3.645034,1.0,4.7,1.0,1
L_G24_PSI10_V001_W0022,L_G24_PSI10_V001,22,30,17.3,27.0,4.09914,1.0,4.9,16.802952,19.3,4.184546,1.0,4.933333,-2.0,1
L_G24_PSI10_V001_W0023,L_G24_PSI10_V001,23,30,17.6,26.0,6.24536,1.0,5.0,39.004526,17.666667,4.113518,1.0,4.633333,-0.066667,1
L_G24_PSI10_V001_W0024,L_G24_PSI10_V001,24,30,15.9,19.0,2.920667,1.0,6.3,8.530298,18.1,4.998017,1.0,4.9,-2.2,1
L_G24_PSI10_V001_W0025,L_G24_PSI10_V001,25,30,16.3,19.0,4.104915,1.0,4.9,16.850324,16.933333,4.421723,1.0,5.4,-0.633333,1
L_G24_PSI10_V001_W0026,L_G24_PSI10_V001,26,30,20.4,23.0,4.403834,1.0,4.5,19.393752,16.6,4.423647,1.0,5.4,3.8,1
L_G24_PSI10_V001_W0027,L_G24_PSI10_V001,27,30,15.3,27.0,4.47821,1.0,4.2,20.054361,17.533333,3.809805,1.0,5.233333,-2.233333,1
L_G24_PSI10_V001_W0028,L_G24_PSI10_V001,28,30,17.6,20.0,4.157306,1.0,4.4,17.283195,17.333333,4.328986,1.0,4.533333,0.266667,1
L_G24_PSI10_V001_W0029,L_G24_PSI10_V001,29,30,18.1,25.0,4.191183,1.0,4.3,17.566011,17.766667,4.34645,1.0,4.366667,0.333333,1
L_G24_PSI10_V001_W0030,L_G24_PSI10_V001,30,30,22.4,30.0,3.730578,1.0,5.0,13.917214,17.0,4.275566,1.0,4.3,5.4,1
L_G24_PSI10_V001_W0031,L_G24_PSI10_V001,31,30,22.1,30.0,5.612735,1.0,4.0,31.502791,19.366667,4.026356,1.0,4.566667,2.733333,1
L_G24_PSI10_V001_W0032,L_G24_PSI10_V001,32,30,21.7,30.0,6.083383,1.0,4.6,37.007553,20.866667,4.511498,1.0,4.433333,0.833333,1
L_G24_PSI10_V001_W0033,L_G24_PSI10_V001,33,30,16.1,20.0,3.636909,1.0,4.3,13.227106,22.066667,5.142232,1.0,4.533333,-5.966667,1
L_G24_PSI10_V001_W0034,L_G24_PSI10_V001,34,30,24.9,34.0,5.310281,1.0,5.9,28.19908,19.966667,5.111009,1.0,4.3,4.933333,1
L_G24_PSI10_V001_W0035,L_G24_PSI10_V001,35,30,27.1,30.0,3.503276,1.0,4.2,12.272946,20.9,5.010191,1.0,4.933333,6.2,1
L_G24_PSI10_V001_W0036,L_G24_PSI10_V001,36,30,17.7,22.0,4.743562,1.0,5.5,22.501377,22.7,4.150155,1.0,4.8,-5.0,1
L_G24_PSI10_V001_W0037,L_G24_PSI10_V001,37,30,13.3,16.0,3.547095,1.0,6.3,12.581886,23.233333,4.51904,1.0,5.2,-9.933333,1
L_G24_PSI10_V001_W0038,L_G24_PSI10_V001,38,30,15.9,20.0,2.687774,1.0,4.7,7.224128,19.366667,3.931311,1.0,5.333333,-3.466667,1
L_G24_PSI10_V001_W0039,L_G24_PSI10_V001,39,30,10.0,14.0,1.824157,1.0,1.4,3.327549,15.633333,3.659477,1.0,5.5,-5.633333,1
L_G24_PSI10_V001_W0040,L_G24_PSI10_V001,40,30,11.6,18.0,3.408218,1.0,2.5,11.615951,13.066667,2.686342,1.0,4.133333,-1.466667,1
L_G24_PSI10_V001_W0041,L_G24_PSI10_V001,41,30,7.8,15.0,2.861135,1.0,5.9,8.186095,12.5,2.64005,1.0,2.866667,-4.7,1
L_G24_PSI10_V001_W0042,L_G24_PSI10_V001,42,30,6.3,10.0,2.966554,1.0,4.4,8.800441,9.8,2.697837,1.0,3.266667,-3.5,1
L_G24_PSI10_V001_W0043,L_G24_PSI10_V001,43,30,6.2,14.0,3.997277,0.8,3.4,15.978223,8.566667,3.078636,1.0,4.266667,-2.366667,1
L_G24_PSI10_V001_W0044,L_G24_PSI10_V001,44,30,5.8,12.0,3.26613,1.0,2.3,10.667607,6.766667,3.274989,0.933333,4.566667,-0.966667,1
L_G24_PSI10_V001_W0045,L_G24_PSI10_V001,45,30,1.0,6.0,2.661363,0.9,2.7,7.082855,6.1,3.409987,0.933333,3.366667,-5.1,1
L_G24_PSI10_V001_W0046,L_G24_PSI10_V001,46,30,4.3,8.0,2.771585,0.4,2.4,7.681686,4.333333,3.308257,0.9,2.8,-0.033333,1
L_G24_PSI10_V001_W0047,L_G24_PSI10_V001,47,30,3.3,10.0,2.951581,0.7,3.3,8.71183,3.7,2.899693,0.766667,2.466667,-0.4,0
L_G24_PSI10_V001_W0048,L_G24_PSI10_V001,48,30,2.1,8.0,3.050076,0.4,1.4,9.302966,2.866667,2.794843,0.666667,2.8,-0.766667,0
L_G24_PSI10_V001_W0049,L_G24_PSI10_V001,49,30,1.0,2.0,1.054093,0.5,1.2,1.111111,3.233333,2.924414,0.5,2.366667,-2.233333,0
L_G24_PSI30_V001_W0004,L_G24_PSI30_V001,4,30,2.5,5.0,1.148792,0.8,1.7,1.319724,0.0,0.0,0.0,0.0,2.5,1
L_G24_PSI30_V001_W0005,L_G24_PSI30_V001,5,30,8.3,13.0,2.626785,0.9,2.3,6.9,2.5,1.148792,0.8,1.7,5.8,1
L_G24_PSI30_V001_W0006,L_G24_PSI30_V001,6,30,14.0,15.0,6.428079,1.0,5.0,41.320198,5.4,1.887789,0.85,2.0,8.6,1
L_G24_PSI30_V001_W0007,L_G24_PSI30_V001,7,30,17.7,27.0,4.071659,1.0,3.7,16.578405,8.266667,3.401219,0.9,3.0,9.433333,1
L_G24_PSI30_V001_W0008,L_G24_PSI30_V001,8,30,18.8,26.0,3.432131,1.0,3.7,11.779522,13.333333,4.375508,0.966667,3.666667,5.466667,1
L_G24_PSI30_V001_W0009,L_G24_PSI30_V001,9,30,20.7,26.0,3.651041,1.0,4.9,13.330103,16.833333,4.643956,1.0,4.133333,3.866667,1
L_G24_PSI30_V001_W0010,L_G24_PSI30_V001,10,30,16.8,23.0,4.593044,1.0,4.3,21.096057,19.066667,3.718277,1.0,4.1,-2.266667,1
L_G24_PSI30_V001_W0011,L_G24_PSI30_V001,11,30,27.9,29.0,1.927095,1.0,6.0,3.713695,18.766667,3.892072,1.0,4.3,9.133333,1
L_G24_PSI30_V001_W0012,L_G24_PSI30_V001,12,30,27.7,32.0,5.29732,1.0,3.4,28.061604,21.8,3.390394,1.0,5.066667,5.9,1
L_G24_PSI30_V001_W0013,L_G24_PSI30_V001,13,30,19.4,25.0,4.487514,1.0,3.7,20.137781,24.133333,3.939153,1.0,4.566667,-4.733333,1
L_G24_PSI30_V001_W0014,L_G24_PSI30_V001,14,30,24.1,35.0,5.876887,1.0,3.9,34.537801,25.0,3.903976,1.0,4.366667,-0.9,1
L_G24_PSI30_V001_W0015,L_G24_PSI30_V001,15,30,20.9,27.0,4.096698,1.0,5.0,16.782935,23.733333,5.220574,1.0,3.666667,-2.833333,1
L_G24_PSI30_V001_W0016,L_G24_PSI30_V001,16,30,16.5,17.0,4.578795,1.0,3.3,20.965359,21.466667,4.820366,1.0,4.2,-4.966667,1
L_G24_PSI30_V001_W0017,L_G24_PSI30_V001,17,30,23.4,33.0,5.567773,1.0,1.8,31.000098,20.5,4.850793,1.0,4.066667,2.9,1
L_G24_PSI30_V001_W0018,L_G24_PSI30_V001,18,30,13.6,25.0,4.574976,1.0,3.8,20.930403,20.266667,4.747755,1.0,3.366667,-6.666667,1
L_G24_PSI30_V001_W0019,L_G24_PSI30_V001,19,30,15.7,22.0,3.927488,1.0,3.1,15.42516,17.833333,4.907181,1.0,2.966667,-2.133333,1
L_G24_PSI30_V001_W0020,L_G24_PSI30_V001,20,30,14.9,21.0,3.228697,1.0,4.6,10.424484,17.566667,4.690079,1.0,2.9,-2.666667,1
L_G24_PSI30_V001_W0021,L_G24_PSI30_V001,21,30,12.1,21.0,4.757329,1.0,5.6,22.632184,14.733333,3.910387,1.0,3.833333,-2.633333,1
L_G24_PSI30_V001_W0022,L_G24_PSI30_V001,22,30,13.5,22.0,5.641075,1.0,3.8,31.82173,14.233333,3.971171,1.0,4.433333,-0.733333,1
L_G24_PSI30_V001_W0023,L_G24_PSI30_V001,23,30,17.2,25.0,5.181768,1.0,4.7,26.850715,13.5,4.542367,1.0,4.666667,3.7,1
L_G24_PSI30_V001_W0024,L_G24_PSI30_V001,24,30,16.8,22.0,3.084322,1.0,4.6,9.513043,14.266667,5.193391,1.0,4.7,2.533333,1
L_G24_PSI30_V001_W0025,L_G24_PSI30_V001,25,30,17.7,26.0,3.456654,1.0,4.1,11.948454,15.833333,4.635722,1.0,4.366667,1.866667,1
L_G24_PSI30_V001_W0026,L_G24_PSI30_V001,26,30,15.8,23.0,5.45792,1.0,3.5,29.788885,17.233333,3.907581,1.0,4.466667,-1.433333,1
L_G24_PSI30_V001_W0027,L_G24_PSI30_V001,27,30,23.2,32.0,5.642863,1.0,3.7,31.841902,16.766667,3.999632,1.0,4.066667,6.433333,1
L_G24_PSI30_V001_W0028,L_G24_PSI30_V001,28,30,13.8,21.0,3.879276,1.0,4.1,15.048781,18.9,4.852479,1.0,3.766667,-5.1,1
L_G24_PSI30_V001_W0029,L_G24_PSI30_V001,29,30,18.6,24.0,3.829102,1.0,4.8,14.662022,17.6,4.993353,1.0,3.766667,1.0,1
L_G24_PSI30_V001_W0030,L_G24_PSI30_V001,30,30,16.5,21.0,3.379354,1.0,4.1,11.420032,18.533333,4.450414,1.0,4.2,-2.033333,1
L_G24_PSI30_V001_W0031,L_G24_PSI30_V001,31,30,20.1,25.0,4.561226,1.0,4.7,20.804787,16.3,3.695911,1.0,4.333333,3.8,1
L_G24_PSI30_V001_W0032,L_G24_PSI30_V001,32,30,20.7,32.0,5.551482,1.0,4.4,30.818952,18.4,3.923227,1.0,4.533333,2.3,1
L_G24_PSI30_V001_W0033,L_G24_PSI30_V001,33,30,25.2,29.0,3.445748,1.0,5.6,11.873181,19.1,4.497354,1.0,4.4,6.1,1
L_G24_PSI30_V001_W0034,L_G24_PSI30_V001,34,30,18.8,27.0,3.920884,1.0,4.1,15.373329,22.0,4.519486,1.0,4.9,-3.2,1
L_G24_PSI30_V001_W0035,L_G24_PSI30_V001,35,30,18.2,28.0,5.998383,1.0,5.2,35.980597,21.566667,4.306038,1.0,4.7,-3.366667,1
L_G24_PSI30_V001_W0036,L_G24_PSI30_V001,36,30,15.6,20.0,3.628753,1.0,4.5,13.167847,20.733333,4.455005,1.0,4.966667,-5.133333,1
L_G24_PSI30_V001_W0037,L_G24_PSI30_V001,37,30,14.8,19.0,4.759045,1.0,7.1,22.648511,17.533333,4.516006,1.0,4.6,-2.733333,1
L_G24_PSI30_V001_W0038,L_G24_PSI30_V001,38,30,11.1,21.0,5.258537,1.0,6.5,27.652215,16.2,4.795394,1.0,5.6,-5.1,1
L_G24_PSI30_V001_W0039,L_G24_PSI30_V001,39,30,13.8,20.0,4.405759,1.0,7.1,19.410713,13.833333,4.548778,1.0,6.033333,-0.033333,1
L_G24_PSI30_V001_W0040,L_G24_PSI30_V001,40,30,8.2,13.0,4.627568,1.0,6.9,21.414386,13.233333,4.807781,1.0,6.9,-5.033333,1
L_G24_PSI30_V001_W0041,L_G24_PSI30_V001,41,30,9.1,15.0,4.01538,1.0,4.9,16.12328,11.033333,4.763955,1.0,6.833333,-1.933333,1
L_G24_PSI30_V001_W0042,L_G24_PSI30_V001,42,30,12.8,19.0,3.461292,1.0,3.0,11.980539,10.366667,4.349569,1.0,6.3,2.433333,1
L_G24_PSI30_V001_W0043,L_G24_PSI30_V001,43,30,7.0,10.0,3.05741,1.0,2.9,9.347759,10.033333,4.034747,1.0,4.933333,-3.033333,1
L_G24_PSI30_V001_W0044,L_G24_PSI30_V001,44,30,4.4,7.0,1.824762,1.0,5.0,3.329758,9.633333,3.511361,1.0,3.6,-5.233333,1
L_G24_PSI30_V001_W0045,L_G24_PSI30_V001,45,30,7.4,7.4,0.322285,1.0,4.8,0.103868,8.066667,2.781155,1.0,3.633333,-0.666667,1
L_G24_PSI30_V001_W0046,L_G24_PSI30_V001,46,30,3.7,6.0,1.529838,1.0,1.6,2.340403,6.266667,1.734819,1.0,4.233333,-2.566667,1
L_G24_PSI30_V001_W0047,L_G24_PSI30_V001,47,30,2.9,9.0,3.684249,1.0,1.8,13.573692,5.166667,1.225628,1.0,3.8,-2.266667,1
L_G24_PSI30_V001_W0048,L_G24_PSI30_V001,48,30,2.6,6.0,1.934411,0.8,2.2,3.741945,4.666667,1.845457,1.0,2.733333,-2.066667,0
NL_G16_500UL_V001_W0003,NL_G16_500UL_V001,3,30,2.1,8.0,2.967088,0.6,1.2,8.803612,0.0,0.0,0.0,0.0,2.1,0
NL_G16_500UL_V001_W0004,NL_G16_500UL_V001,4,30,1.6,4.0,0.897816,1.0,1.4,0.806073,2.1,2.967088,0.6,1.2,-0.5,0
NL_G16_500UL_V001_W0005,NL_G16_500UL_V001,5,30,1.6,4.0,1.117493,0.7,1.4,1.24879,1.85,1.932452,0.8,1.3,-0.25,0
NL_G16_500UL_V001_W0006,NL_G16_500UL_V001,6,30,1.0,5.0,1.763834,0.3,1.4,3.111111,1.766667,1.660799,0.766667,1.333333,-0.766667,0
NL_G16_500UL_V001_W0007,NL_G16_500UL_V001,7,30,1.6,5.0,1.874246,0.6,1.4,3.512796,1.4,1.259714,0.666667,1.4,0.2,0
NL_G16_500UL_V001_W0008,NL_G16_500UL_V001,8,30,1.1,4.0,1.523884,0.4,1.2,2.322222,1.4,1.585191,0.533333,1.4,-0.3,0
NL_G16_SINGLE_BUBBLE_V003_W0000,NL_G16_SINGLE_BUBBLE_V003,0,30,1.2,4.0,1.686548,0.4,1.2,2.844444,0.0,0.0,0.0,0.0,1.2,0
NL_G16_SINGLE_BUBBLE_V003_W0001,NL_G16_SINGLE_BUBBLE_V003,1,30,1.4,4.0,1.53913,0.5,1.4,2.368921,1.2,1.686548,0.4,1.2,0.2,0
NL_G16_SINGLE_BUBBLE_V003_W0002,NL_G16_SINGLE_BUBBLE_V003,2,30,1.2,4.0,1.633891,0.3,1.4,2.669599,1.3,1.612839,0.45,1.3,-0.1,0
NL_G16_SINGLE_BUBBLE_V003_W0003,NL_G16_SINGLE_BUBBLE_V003,3,30,0.8,2.0,1.032796,0.4,1.1,1.066667,1.266667,1.619856,0.4,1.333333,-0.466667,0
NL_G16_SINGLE_BUBBLE_V003_W0004,NL_G16_SINGLE_BUBBLE_V003,4,30,1.6,4.0,0.897816,1.0,1.4,0.806073,1.133333,1.401939,0.4,1.3,0.466667,0
NL_G16_SINGLE_BUBBLE_V003_W0005,NL_G16_SINGLE_BUBBLE_V003,5,30,1.0,5.0,1.763834,0.3,1.4,3.111111,1.2,1.188167,0.566667,1.3,-0.2,0
NL_G16_SINGLE_BUBBLE_V003_W0006,NL_G16_SINGLE_BUBBLE_V003,6,30,1.0,5.0,1.763834,0.3,1.4,3.111111,1.133333,1.231482,0.566667,1.3,-0.133333,0
NL_G16_SINGLE_BUBBLE_V003_W0007,NL_G16_SINGLE_BUBBLE_V003,7,30,1.0,5.0,1.763834,0.3,1.4,3.111111,1.2,1.475161,0.533333,1.4,-0.2,0
NL_G16_SINGLE_BUBBLE_V003_W0008,NL_G16_SINGLE_BUBBLE_V003,8,30,1.6,4.0,1.117493,0.7,1.4,1.24879,1.0,1.763834,0.3,1.4,0.6,0
NL_G16_SINGLE_BUBBLE_V003_W0009,NL_G16_SINGLE_BUBBLE_V003,9,30,1.6,4.0,0.897816,1.0,1.4,0.806073,1.2,1.548387,0.433333,1.4,0.4,0
NL_G16_SINGLE_BUBBLE_V003_W0010,NL_G16_SINGLE_BUBBLE_V003,10,30,1.6,4.0,0.897816,1.0,1.4,0.806073,1.4,1.259714,0.666667,1.4,0.2,0
NL_G16_SINGLE_BUBBLE_V003_W0011,NL_G16_SINGLE_BUBBLE_V003,11,30,1.6,4.0,1.117493,0.7,1.4,1.24879,1.6,0.971041,0.9,1.4,-0.0,0
NL_G16_SINGLE_BUBBLE_V003_W0012,NL_G16_SINGLE_BUBBLE_V003,12,30,0.8,2.0,1.032796,0.4,1.1,1.066667,1.6,0.971041,0.9,1.4,-0.8,0
NL_G16_SINGLE_BUBBLE_V003_W0013,NL_G16_SINGLE_BUBBLE_V003,13,30,0.8,2.0,1.032796,0.4,1.1,1.066667,1.333333,1.016035,0.7,1.3,-0.533333,0
