sample_id,source_video_id,window_id,noise_level,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
L_G20_PSI18_V001_W0012,L_G20_PSI18_V001,12,20,36.4,43.0,5.745276,1.0,4.1,33.008193,28.966667,3.81525,1.0,5.433333,7.433333,1
L_G20_PSI18_V001_W0013,L_G20_PSI18_V001,13,20,27.7,37.0,4.674579,1.0,5.1,21.851685,31.033333,4.798845,1.0,4.966667,-3.333333,1
L_G20_PSI18_V001_W0014,L_G20_PSI18_V001,14,20,32.2,40.0,5.679816,1.0,4.4,32.260306,29.766667,4.306213,1.0,4.8,2.433333,1
L_G20_PSI18_V001_W0015,L_G20_PSI18_V001,15,20,30.6,42.0,6.454502,1.0,5.4,41.660596,32.1,5.366557,1.0,4.533333,-1.5,1
L_G20_PSI18_V001_W0016,L_G20_PSI18_V001,16,20,28.9,37.0,4.008121,1.0,4.9,16.065032,30.166667,5.602965,1.0,4.966667,-1.266667,1
L_G20_PSI18_V001_W0017,L_G20_PSI18_V001,17,20,29.8,40.0,6.006041,1.0,7.0,36.072532,30.566667,5.380813,1.0,4.9,-0.766667,1
L_G20_PSI18_V001_W0018,L_G20_PSI18_V001,18,20,30.1,39.0,4.658473,1.0,4.9,21.70137,29.766667,5.489555,1.0,5.766667,0.333333,1
L_G20_PSI18_V001_W0019,L_G20_PSI18_V001,19,20,29.7,34.0,3.526962,1.0,7.6,12.439459,29.6,4.890878,1.0,5.6,0.1,1
L_G20_PSI18_V001_W0020,L_G20_PSI18_V001,20,20,34.5,38.0,2.843915,1.0,7.0,8.087853,29.866667,4.730492,1.0,6.5,4.633333,1
L_G20_PSI18_V001_W0021,L_G20_PSI18_V001,21,20,37.1,49.0,5.394807,1.0,5.8,29.103941,31.433333,3.67645,1.0,6.5,5.666667,1
L_G20_PSI18_V001_W0022,L_G20_PSI18_V001,22,20,36.5,44.0,5.416721,1.0,5.9,29.340864,33.766667,3.921895,1.0,6.8,2.733333,1
L_G20_PSI18_V001_W0023,L_G20_PSI18_V001,23,20,38.2,44.0,5.901071,1.0,3.5,34.822643,36.033333,4.551814,1.0,6.233333,2.166667,1
L_G20_PSI18_V001_W0024,L_G20_PSI18_V001,24,20,40.6,43.0,3.965686,1.0,5.5,15.726667,37.266667,5.570866,1.0,5.066667,3.333333,1
L_G20_PSI18_V001_W0025,L_G20_PSI18_V001,25,20,31.0,36.0,4.531624,1.0,5.1,20.535618,38.433333,5.094493,1.0,4.966667,-7.433333,1
L_G20_PSI18_V001_W0026,L_G20_PSI18_V001,26,20,20.0,24.0,2.106897,1.0,4.7,4.439014,36.6,4.799461,1.0,4.7,-16.6,1
L_G20_PSI18_V001_W0027,L_G20_PSI18_V001,27,20,10.6,16.0,4.393415,1.0,5.1,19.302095,30.533333,3.534736,1.0,5.1,-19.933333,1
L_G20_PSI18_V001_W0028,L_G20_PSI18_V001,28,20,5.5,10.0,2.028056,1.0,3.0,4.11301,20.533333,3.677312,1.0,4.966667,-15.033333,1
L_G20_PSI18_V001_W0029,L_G20_PSI18_V001,29,20,1.0,6.0,2.055002,0.3,1.3,4.223031,12.033333,2.842789,1.0,4.266667,-11.033333,0
L_G20_PSI18_V001_W0031,L_G20_PSI18_V001,31,20,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2.825491,0.766667,3.133333,-5.7,0
L_G20_PSI18_V001_W0032,L_G20_PSI18_V001,32,20,0.2,2.0,0.632456,0.1,1.1,0.4,2.166667,1.361019,0.433333,1.766667,-1.966667,0
L_G22_PSI30_V002_W0000,L_G22_PSI30_V002,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L_G22_PSI30_V002_W0001,L_G22_PSI30_V002,1,20,0.7,5.0,1.491787,0.3,1.2,2.225428,0.0,0.0,0.0,0.0,0.7,0
L_G22_PSI30_V002_W0002,L_G22_PSI30_V002,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.745893,0.15,1.1,-0.35,0
L_G22_PSI30_V002_W0003,L_G22_PSI30_V002,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.233333,0.497262,0.1,1.066667,-0.233333,0
L_G22_PSI30_V002_W0004,L_G22_PSI30_V002,4,20,7.2,17.0,3.729139,1.0,4.0,13.906476,0.233333,0.497262,0.1,1.066667,6.966667,1
L_G22_PSI30_V002_W0005,L_G22_PSI30_V002,5,20,16.2,20.0,2.613514,1.0,6.9,6.830453,2.4,1.243046,0.333333,2.0,13.8,1
L_G22_PSI30_V002_W0006,L_G22_PSI30_V002,6,20,39.5,44.0,5.896791,1.0,6.2,34.772144,7.8,2.114217,0.666667,3.966667,31.7,1
L_G22_PSI30_V002_W0007,L_G22_PSI30_V002,7,20,43.9,57.0,6.484978,1.0,6.9,42.054942,20.966667,4.079814,1.0,5.7,22.933333,1
L_G22_PSI30_V002_W0008,L_G22_PSI30_V002,8,20,45.9,50.0,4.759093,1.0,3.5,22.648969,33.2,4.998428,1.0,6.666667,12.7,1
L_G22_PSI30_V002_W0009,L_G22_PSI30_V002,9,20,52.9,64.0,6.004962,1.0,5.8,36.059571,43.1,5.713621,1.0,5.533333,9.8,1
L_G22_PSI30_V002_W0010,L_G22_PSI30_V002,10,20,46.3,54.0,4.601594,1.0,5.8,21.174671,47.566667,5.749678,1.0,5.4,-1.266667,1
L_G22_PSI30_V002_W0011,L_G22_PSI30_V002,11,20,55.4,63.0,3.748603,1.0,4.6,14.052023,48.366667,5.121883,1.0,5.033333,7.033333,1
L_G22_PSI30_V002_W0012,L_G22_PSI30_V002,12,20,55.5,58.0,5.030768,1.0,3.2,25.30863,51.533333,4.785053,1.0,5.4,3.966667,1
L_G22_PSI30_V002_W0013,L_G22_PSI30_V002,13,20,46.5,52.0,3.595264,1.0,5.4,12.925926,52.4,4.460322,1.0,4.533333,-5.9,1
L_G22_PSI30_V002_W0014,L_G22_PSI30_V002,14,20,55.8,61.0,5.035819,1.0,4.9,25.359469,52.466667,4.124879,1.0,4.4,3.333333,1
L_G22_PSI30_V002_W0015,L_G22_PSI30_V002,15,20,58.0,64.0,5.025646,1.0,5.8,25.257116,52.6,4.55395,1.0,4.5,5.4,1
L_G22_PSI30_V002_W0016,L_G22_PSI30_V002,16,20,46.2,49.0,5.405436,1.0,6.2,29.218738,53.433333,4.552243,1.0,5.366667,-7.233333,1
L_G22_PSI30_V002_W0017,L_G22_PSI30_V002,17,20,45.8,52.0,7.142445,1.0,6.5,51.01452,53.333333,5.155633,1.0,5.633333,-7.533333,1
L_G22_PSI30_V002_W0018,L_G22_PSI30_V002,18,20,54.9,65.0,4.809985,1.0,7.6,23.135958,50.0,5.857842,1.0,6.166667,4.9,1
L_G22_PSI30_V002_W0019,L_G22_PSI30_V002,19,20,58.4,63.0,5.105935,1.0,4.4,26.070568,48.966667,5.785955,1.0,6.766667,9.433333,1
L_G22_PSI30_V002_W0020,L_G22_PSI30_V002,20,20,59.1,63.0,5.236302,1.0,3.8,27.418862,53.033333,5.686122,1.0,6.166667,6.066667,1
L_G22_PSI30_V002_W0021,L_G22_PSI30_V002,21,20,57.9,66.0,5.469989,1.0,5.7,29.920782,57.466667,5.050741,1.0,5.266667,0.433333,1
L_G22_PSI30_V002_W0022,L_G22_PSI30_V002,22,20,47.0,59.0,3.957334,1.0,5.1,15.660496,58.466667,5.270742,1.0,4.633333,-11.466667,1
L_G22_PSI30_V002_W0023,L_G22_PSI30_V002,23,20,57.1,64.0,5.824722,1.0,6.6,33.927389,54.666667,4.887875,1.0,4.866667,2.433333,1
L_G22_PSI30_V002_W0024,L_G22_PSI30_V002,24,20,51.1,54.0,4.308215,1.0,5.3,18.56072,54.0,5.084015,1.0,5.8,-2.9,1
L_G22_PSI30_V002_W0025,L_G22_PSI30_V002,25,20,54.2,67.0,6.354989,1.0,5.5,40.385888,51.733333,4.696757,1.0,5.666667,2.466667,1
L_G22_PSI30_V002_W0026,L_G22_PSI30_V002,26,20,58.5,74.0,6.015637,1.0,5.5,36.187891,54.133333,5.495976,1.0,5.8,4.366667,1
L_G22_PSI30_V002_W0027,L_G22_PSI30_V002,27,20,59.9,73.0,6.42753,1.0,5.8,41.313136,54.6,5.559614,1.0,5.433333,5.3,1
L_G24_PSI10_V001_W0004,L_G24_PSI10_V001,4,20,2.6,5.0,2.151097,0.7,2.1,4.627218,0.0,0.0,0.0,0.0,2.6,0
L_G24_PSI10_V001_W0005,L_G24_PSI10_V001,5,20,10.6,23.0,5.0206,1.0,4.5,25.206429,2.6,2.151097,0.7,2.1,8.0,1
L_G24_PSI10_V001_W0006,L_G24_PSI10_V001,6,20,9.8,18.0,3.180018,1.0,4.2,10.112513,6.6,3.585849,0.85,3.3,3.2,1
L_G24_PSI10_V001_W0007,L_G24_PSI10_V001,7,20,37.5,43.0,3.416881,1.0,5.8,11.675073,7.666667,3.450572,0.9,3.6,29.833333,1
L_G24_PSI10_V001_W0008,L_G24_PSI10_V001,8,20,38.7,55.0,6.993707,1.0,5.5,48.91194,19.3,3.8725,1.0,4.833333,19.4,1
L_G24_PSI10_V001_W0009,L_G24_PSI10_V001,9,20,34.7,44.0,5.841699,1.0,5.2,34.125442,28.666667,4.530202,1.0,5.166667,6.033333,1
L_G24_PSI10_V001_W0010,L_G24_PSI10_V001,10,20,34.4,39.0,3.936154,1.0,5.9,15.493305,36.966667,5.417429,1.0,5.5,-2.566667,1
L_G24_PSI10_V001_W0011,L_G24_PSI10_V001,11,20,30.4,38.0,4.613824,1.0,5.8,21.287376,35.933333,5.59052,1.0,5.533333,-5.533333,1
L_G24_PSI10_V001_W0012,L_G24_PSI10_V001,12,20,31.0,34.0,2.931935,1.0,4.9,8.596242,33.166667,4.797226,1.0,5.633333,-2.166667,1
L_G24_PSI10_V001_W0013,L_G24_PSI10_V001,13,20,28.0,38.0,5.528179,1.0,5.0,30.560761,31.933333,3.827304,1.0,5.533333,-3.933333,1
L_G24_PSI10_V001_W0014,L_G24_PSI10_V001,14,20,28.2,34.0,4.380432,1.0,5.7,19.188181,29.8,4.357979,1.0,5.233333,-1.6,1
L_G24_PSI10_V001_W0015,L_G24_PSI10_V001,15,20,34.8,40.0,4.040437,1.0,5.5,16.325135,29.066667,4.280182,1.0,5.2,5.733333,1
L_G24_PSI10_V001_W0016,L_G24_PSI10_V001,16,20,29.5,39.0,5.041002,1.0,5.1,25.411696,30.333333,4.649683,1.0,5.4,-0.833333,1
L_G24_PSI10_V001_W0017,L_G24_PSI10_V001,17,20,33.8,39.0,3.814436,1.0,5.7,14.549924,30.833333,4.48729,1.0,5.433333,2.966667,1
L_G24_PSI10_V001_W0018,L_G24_PSI10_V001,18,20,33.5,40.0,4.886808,1.0,4.5,23.880891,32.7,4.298625,1.0,5.433333,0.8,1
L_G24_PSI10_V001_W0019,L_G24_PSI10_V001,19,20,35.3,44.0,4.127996,1.0,5.6,17.040353,32.266667,4.580749,1.0,5.1,3.033333,1
L_G24_PSI10_V001_W0020,L_G24_PSI10_V001,20,20,29.7,39.0,4.431624,1.0,4.8,19.639288,34.2,4.276413,1.0,5.266667,-4.5,1
L_G24_PSI10_V001_W0021,L_G24_PSI10_V001,21,20,36.7,47.0,3.991054,1.0,5.3,15.928512,32.833333,4.482143,1.0,4.966667,3.866667,1
L_G24_PSI10_V001_W0022,L_G24_PSI10_V001,22,20,30.6,38.0,2.648457,1.0,5.0,7.014324,33.9,4.183558,1.0,5.233333,-3.3,1
L_G24_PSI10_V001_W0023,L_G24_PSI10_V001,23,20,32.4,44.0,5.683959,1.0,4.8,32.307386,32.333333,3.690378,1.0,5.033333,0.066667,1
L_G24_PSI10_V001_W0024,L_G24_PSI10_V001,24,20,26.3,29.0,2.039519,1.0,6.2,4.159638,33.233333,4.107823,1.0,5.033333,-6.933333,1
L_G24_PSI10_V001_W0025,L_G24_PSI10_V001,25,20,33.2,37.0,3.404957,1.0,4.8,11.593735,29.766667,3.457312,1.0,5.333333,3.433333,1
L_G24_PSI10_V001_W0026,L_G24_PSI10_V001,26,20,28.5,38.0,5.425866,1.0,4.6,29.440017,30.633333,3.709478,1.0,5.266667,-2.133333,1
L_G24_PSI10_V001_W0027,L_G24_PSI10_V001,27,20,28.2,33.0,1.630803,1.0,6.6,2.659519,29.333333,3.623447,1.0,5.2,-1.133333,1
L_G24_PSI10_V001_W0028,L_G24_PSI10_V001,28,20,35.6,39.0,3.510416,1.0,4.6,12.32302,29.966667,3.487209,1.0,5.333333,5.633333,1
L_G24_PSI10_V001_W0029,L_G24_PSI10_V001,29,20,37.2,41.0,3.476194,1.0,5.4,12.083923,30.766667,3.522362,1.0,5.266667,6.433333,1
L_G24_PSI10_V001_W0030,L_G24_PSI10_V001,30,20,35.2,41.0,4.367022,1.0,5.6,19.070885,33.666667,2.872471,1.0,5.533333,1.533333,1
L_G24_PSI10_V001_W0031,L_G24_PSI10_V001,31,20,30.9,38.0,5.470705,1.0,7.2,29.928618,36.0,3.784544,1.0,5.2,-5.1,1
L_G24_PSI10_V001_W0032,L_G24_PSI10_V001,32,20,32.2,35.0,1.487121,1.0,7.1,2.211529,34.433333,4.437974,1.0,6.066667,-2.233333,1
L_G24_PSI10_V001_W0033,L_G24_PSI10_V001,33,20,36.5,41.0,3.982584,1.0,5.8,15.860972,32.766667,3.77495,1.0,6.633333,3.733333,1
L_G24_PSI10_V001_W0034,L_G24_PSI10_V001,34,20,43.7,47.0,3.937466,1.0,5.5,15.503637,33.2,3.646803,1.0,6.7,10.5,1
L_G24_PSI10_V001_W0035,L_G24_PSI10_V001,35,20,43.4,48.0,4.974786,1.0,5.3,24.748498,37.466667,3.135724,1.0,6.133333,5.933333,1
L_G24_PSI10_V001_W0036,L_G24_PSI10_V001,36,20,28.2,34.0,3.440118,1.0,7.6,11.834412,41.2,4.298279,1.0,5.533333,-13.0,1
L_G24_PSI10_V001_W0037,L_G24_PSI10_V001,37,20,26.6,37.0,4.684427,1.0,6.7,21.943853,38.433333,4.117457,1.0,6.133333,-11.833333,1
L_G24_PSI10_V001_W0038,L_G24_PSI10_V001,38,20,21.6,32.0,5.688714,1.0,6.5,32.361463,32.733333,4.366444,1.0,6.533333,-11.133333,1
L_G24_PSI10_V001_W0039,L_G24_PSI10_V001,39,20,21.4,26.0,3.303884,1.0,8.0,10.915653,25.466667,4.604419,1.0,6.933333,-4.066667,1
L_G24_PSI10_V001_W0040,L_G24_PSI10_V001,40,20,9.2,14.0,3.759344,0.9,4.6,14.13267,23.2,4.559008,1.0,7.066667,-14.0,1
L_G24_PSI10_V001_W0041,L_G24_PSI10_V001,41,20,13.9,16.0,1.822163,1.0,8.8,3.320278,17.4,4.250648,0.966667,6.366667,-3.5,1
L_G24_PSI10_V001_W0042,L_G24_PSI10_V001,42,20,10.4,15.0,3.264212,1.0,10.0,10.655083,14.833333,2.961797,0.966667,7.133333,-4.433333,1
L_G24_PSI10_V001_W0043,L_G24_PSI10_V001,43,20,9.9,13.0,2.167707,1.0,6.3,4.698954,11.166667,2.948573,0.966667,7.8,-1.266667,1
L_G24_PSI10_V001_W0044,L_G24_PSI10_V001,44,20,8.1,11.0,2.646728,1.0,6.8,7.005171,11.4,2.418028,1.0,8.366667,-3.3,1
L_G24_PSI10_V001_W0045,L_G24_PSI10_V001,45,20,4.0,5.0,1.438103,1.0,4.0,2.068141,9.466667,2.692883,1.0,7.7,-5.466667,1
L_G24_PSI10_V001_W0046,L_G24_PSI10_V001,46,20,6.0,10.0,2.725716,0.8,3.0,7.429528,7.333333,2.08418,1.0,5.7,-1.333333,1
L_G24_PSI10_V001_W0047,L_G24_PSI10_V001,47,20,3.3,7.0,2.430939,0.7,3.4,5.909464,6.033333,2.270183,0.933333,4.6,-2.733333,0
L_G24_PSI10_V001_W0048,L_G24_PSI10_V001,48,20,0.4,4.0,1.430242,0.1,0.9,2.045593,4.433333,2.198253,0.833333,3.466667,-4.033333,0
L_G24_PSI10_V001_W0049,L_G24_PSI10_V001,49,20,0.0,2.0,0.509638,0.0,1.1,0.25973,3.233333,2.195632,0.533333,2.433333,-3.233333,0
L_G24_PSI30_V001_W0004,L_G24_PSI30_V001,4,20,2.6,5.0,1.646545,0.6,1.9,2.711111,0.0,0.0,0.0,0.0,2.6,1
L_G24_PSI30_V001_W0005,L_G24_PSI30_V001,5,20,1.2,4.0,0.224937,0.2,0.8,0.050597,2.6,1.646545,0.6,1.9,-1.4,1
L_G24_PSI30_V001_W0006,L_G24_PSI30_V001,6,20,23.1,27.0,4.476204,1.0,5.2,20.036399,1.9,0.935741,0.4,1.35,21.2,1
L_G24_PSI30_V001_W0007,L_G24_PSI30_V001,7,20,37.5,51.0,3.507325,1.0,4.3,12.301327,8.966667,2.115895,0.6,2.633333,28.533333,1
L_G24_PSI30_V001_W0008,L_G24_PSI30_V001,8,20,36.1,42.0,3.829269,1.0,4.3,14.663302,20.6,2.736155,0.733333,3.433333,15.5,1
L_G24_PSI30_V001_W0009,L_G24_PSI30_V001,9,20,32.1,42.0,3.951259,1.0,4.4,15.612451,32.233333,3.937599,1.0,4.6,-0.133333,1
L_G24_PSI30_V001_W0010,L_G24_PSI30_V001,10,20,35.6,41.0,3.384007,1.0,3.7,11.451504,35.233333,3.762618,1.0,4.333333,0.366667,1
L_G24_PSI30_V001_W0011,L_G24_PSI30_V001,11,20,32.7,39.0,4.307457,1.0,5.0,18.554186,34.6,3.721512,1.0,4.133333,-1.9,1
L_G24_PSI30_V001_W0012,L_G24_PSI30_V001,12,20,43.1,54.0,6.429196,1.0,4.6,41.334564,33.466667,3.880908,1.0,4.366667,9.633333,1
L_G24_PSI30_V001_W0013,L_G24_PSI30_V001,13,20,32.2,38.0,4.366384,1.0,4.0,19.065308,37.133333,4.706887,1.0,4.433333,-4.933333,1
L_G24_PSI30_V001_W0014,L_G24_PSI30_V001,14,20,34.2,45.0,4.561046,1.0,5.3,20.803136,36.0,5.034346,1.0,4.533333,-1.8,1
L_G24_PSI30_V001_W0015,L_G24_PSI30_V001,15,20,33.9,38.0,3.598435,1.0,6.0,12.948732,36.5,5.118875,1.0,4.633333,-2.6,1
L_G24_PSI30_V001_W0016,L_G24_PSI30_V001,16,20,32.6,36.0,3.832793,1.0,4.2,14.690301,33.433333,4.175288,1.0,5.1,-0.833333,1
L_G24_PSI30_V001_W0017,L_G24_PSI30_V001,17,20,31.9,43.0,7.982588,1.0,5.8,63.721716,33.566667,3.997424,1.0,5.166667,-1.666667,1
L_G24_PSI30_V001_W0018,L_G24_PSI30_V001,18,20,32.7,44.0,6.110947,1.0,5.2,37.343673,32.8,5.137939,1.0,5.333333,-0.1,1
L_G24_PSI30_V001_W0019,L_G24_PSI30_V001,19,20,30.5,37.0,3.77077,1.0,4.3,14.218708,32.4,5.975443,1.0,5.066667,-1.9,1
L_G24_PSI30_V001_W0020,L_G24_PSI30_V001,20,20,34.8,44.0,3.725794,1.0,5.3,13.881543,31.7,5.954768,1.0,5.1,3.1,1
L_G24_PSI30_V001_W0021,L_G24_PSI30_V001,21,20,30.7,43.0,5.337201,1.0,6.1,28.485716,32.666667,4.535837,1.0,4.933333,-1.966667,1
L_G24_PSI30_V001_W0022,L_G24_PSI30_V001,22,20,27.1,33.0,4.713158,1.0,4.3,22.213857,32.0,4.277922,1.0,5.233333,-4.9,1
L_G24_PSI30_V001_W0023,L_G24_PSI30_V001,23,20,33.6,43.0,4.755463,1.0,4.6,22.614425,30.866667,4.592051,1.0,5.233333,2.733333,1
L_G24_PSI30_V001_W0024,L_G24_PSI30_V001,24,20,31.5,40.0,5.564872,1.0,6.4,30.967802,30.466667,4.935274,1.0,5.0,1.033333,1
L_G24_PSI30_V001_W0025,L_G24_PSI30_V001,25,20,41.2,48.0,3.259388,1.0,3.5,10.623609,30.733333,5.011164,1.0,5.1,10.466667,1
L_G24_PSI30_V001_W0026,L_G24_PSI30_V001,26,20,31.9,42.0,4.711918,1.0,4.4,22.20217,35.433333,4.526574,1.0,4.833333,-3.533333,1
L_G24_PSI30_V001_W0027,L_G24_PSI30_V001,27,20,36.1,39.0,4.338304,1.0,3.1,18.820885,34.866667,4.512059,1.0,4.766667,1.233333,1
L_G24_PSI30_V001_W0028,L_G24_PSI30_V001,28,20,32.2,42.0,3.270082,1.0,5.6,10.693438,36.4,4.103203,1.0,3.666667,-4.2,1
L_G24_PSI30_V001_W0029,L_G24_PSI30_V001,29,20,31.0,42.0,6.664429,1.0,4.7,44.414611,33.4,4.106768,1.0,4.366667,-2.4,1
L_G24_PSI30_V001_W0030,L_G24_PSI30_V001,30,20,28.7,39.0,4.942541,1.0,4.9,24.428707,33.1,4.757605,1.0,4.466667,-4.4,1
L_G24_PSI30_V001_W0031,L_G24_PSI30_V001,31,20,38.9,43.0,3.339363,1.0,4.9,11.151343,30.633333,4.959017,1.0,5.066667,8.266667,1
L_G24_PSI30_V001_W0032,L_G24_PSI30_V001,32,20,33.4,40.0,3.508219,1.0,5.5,12.307603,32.866667,4.982111,1.0,4.833333,0.533333,1
L_G24_PSI30_V001_W0033,L_G24_PSI30_V001,33,20,31.4,38.0,4.320608,1.0,5.7,18.667657,33.666667,3.930041,1.0,5.1,-2.266667,1
L_G24_PSI30_V001_W0034,L_G24_PSI30_V001,34,20,36.5,42.0,5.742615,1.0,4.3,32.977622,34.566667,3.72273,1.0,5.366667,1.933333,1
L_G24_PSI30_V001_W0035,L_G24_PSI30_V001,35,20,29.7,39.0,5.38679,1.0,5.6,29.017505,33.766667,4.523814,1.0,5.166667,-4.066667,1
L_G24_PSI30_V001_W0036,L_G24_PSI30_V001,36,20,30.3,37.0,3.286063,1.0,7.6,10.798208,32.533333,5.150004,1.0,5.2,-2.233333,1
L_G24_PSI30_V001_W0037,L_G24_PSI30_V001,37,20,30.4,34.0,2.921965,1.0,7.3,8.537879,32.166667,4.805156,1.0,5.833333,-1.766667,1
L_G24_PSI30_V001_W0038,L_G24_PSI30_V001,38,20,26.8,36.0,4.741161,1.0,6.8,22.478606,30.133333,3.864939,1.0,6.833333,-3.333333,1
L_G24_PSI30_V001_W0039,L_G24_PSI30_V001,39,20,23.9,32.0,4.447023,1.0,7.5,19.776012,29.166667,3.649729,1.0,7.233333,-5.266667,1
L_G24_PSI30_V001_W0040,L_G24_PSI30_V001,40,20,20.0,24.0,2.463129,1.0,8.0,6.067006,27.033333,4.036716,1.0,7.2,-7.033333,1
L_G24_PSI30_V001_W0041,L_G24_PSI30_V001,41,20,16.2,24.0,2.480196,1.0,7.5,6.151371,23.566667,3.883771,1.0,7.433333,-7.366667,1
L_G24_PSI30_V001_W0042,L_G24_PSI30_V001,42,20,15.1,21.0,2.921689,1.0,8.2,8.536268,20.033333,3.130116,1.0,7.666667,-4.933333,1
L_G24_PSI30_V001_W0043,L_G24_PSI30_V001,43,20,13.2,14.0,1.18912,1.0,8.4,1.414006,17.1,2.621671,1.0,7.9,-3.9,1
L_G24_PSI30_V001_W0044,L_G24_PSI30_V001,44,20,9.8,11.0,0.619782,1.0,8.5,0.384129,14.833333,2.197002,1.0,8.033333,-5.033333,1
L_G24_PSI30_V001_W0045,L_G24_PSI30_V001,45,20,10.8,10.8,0.0,1.0,10.2,0.0,12.7,1.576864,1.0,8.366667,-1.9,1
L_G24_PSI30_V001_W0046,L_G24_PSI30_V001,46,20,3.1,6.0,2.340374,0.9,3.1,5.477352,11.266667,0.602967,1.0,9.033333,-8.166667,1
L_G24_PSI30_V001_W0047,L_G24_PSI30_V001,47,20,6.6,9.0,1.494858,1.0,6.0,2.234599,7.9,0.986719,0.966667,7.266667,-1.3,1
L_G24_PSI30_V001_W0048,L_G24_PSI30_V001,48,20,1.3,5.0,1.608883,0.4,1.7,2.588504,6.833333,1.278411,0.966667,6.433333,-5.533333,0
NL_G16_500UL_V001_W0003,NL_G16_500UL_V001,3,20,1.9,2.0,0.948683,1.0,1.1,0.9,0.0,0.0,0.0,0.0,1.9,0
NL_G16_500UL_V001_W0004,NL_G16_500UL_V001,4,20,1.3,3.0,1.159502,0.6,1.1,1.344444,1.9,0.948683,1.0,1.1,-0.6,0
NL_G16_500UL_V001_W0005,NL_G16_500UL_V001,5,20,0.9,2.0,0.716568,0.5,1.0,0.513469,1.6,1.054092,0.8,1.1,-0.7,0
NL_G16_500UL_V001_W0006,NL_G16_500UL_V001,6,20,1.4,2.0,0.966092,0.7,1.1,0.933333,1.366667,0.941584,0.7,1.066667,0.033333,0
NL_G16_500UL_V001_W0007,NL_G16_500UL_V001,7,20,2.2,4.0,1.398412,0.8,1.3,1.955556,1.2,0.947387,0.6,1.066667,1.0,0
NL_G16_500UL_V001_W0008,NL_G16_500UL_V001,8,20,1.2,4.0,1.398412,0.5,1.1,1.955556,1.5,1.027024,0.666667,1.133333,-0.3,0
NL_G16_SINGLE_BUBBLE_V003_W0000,NL_G16_SINGLE_BUBBLE_V003,0,20,0.7,2.0,0.971387,0.3,1.0,0.943592,0.0,0.0,0.0,0.0,0.7,0
NL_G16_SINGLE_BUBBLE_V003_W0001,NL_G16_SINGLE_BUBBLE_V003,1,20,1.9,4.0,1.278854,0.8,1.2,1.635467,0.7,0.971387,0.3,1.0,1.2,0
NL_G16_SINGLE_BUBBLE_V003_W0002,NL_G16_SINGLE_BUBBLE_V003,2,20,1.1,2.0,1.066148,0.7,1.0,1.136671,1.3,1.12512,0.55,1.1,-0.2,0
NL_G16_SINGLE_BUBBLE_V003_W0003,NL_G16_SINGLE_BUBBLE_V003,3,20,2.8,4.0,0.882014,1.0,1.3,0.777948,1.233333,1.105463,0.6,1.066667,1.566667,0
NL_G16_SINGLE_BUBBLE_V003_W0004,NL_G16_SINGLE_BUBBLE_V003,4,20,0.9,2.0,0.716568,0.5,1.0,0.513469,1.933333,1.075672,0.833333,1.166667,-1.033333,0
NL_G16_SINGLE_BUBBLE_V003_W0005,NL_G16_SINGLE_BUBBLE_V003,5,20,0.9,2.0,0.716568,0.5,1.0,0.513469,1.6,0.888243,0.733333,1.1,-0.7,0
NL_G16_SINGLE_BUBBLE_V003_W0006,NL_G16_SINGLE_BUBBLE_V003,6,20,0.9,2.0,0.716568,0.5,1.0,0.513469,1.533333,0.771716,0.666667,1.1,-0.633333,0
NL_G16_SINGLE_BUBBLE_V003_W0007,NL_G16_SINGLE_BUBBLE_V003,7,20,0.9,2.0,0.716568,0.5,1.0,0.513469,0.9,0.716568,0.5,1.0,0.0,0
NL_G16_SINGLE_BUBBLE_V003_W0008,NL_G16_SINGLE_BUBBLE_V003,8,20,1.4,2.0,0.966092,0.7,1.1,0.933333,0.9,0.716568,0.5,1.0,0.5,0
NL_G16_SINGLE_BUBBLE_V003_W0009,NL_G16_SINGLE_BUBBLE_V003,9,20,2.8,4.0,0.882014,1.0,1.3,0.777948,1.066667,0.799742,0.566667,1.033333,1.733333,0
NL_G16_SINGLE_BUBBLE_V003_W0010,NL_G16_SINGLE_BUBBLE_V003,10,20,2.8,4.0,0.882014,1.0,1.3,0.777948,1.7,0.854891,0.733333,1.133333,1.1,0
NL_G16_SINGLE_BUBBLE_V003_W0011,NL_G16_SINGLE_BUBBLE_V003,11,20,2.8,4.0,0.882014,1.0,1.3,0.777948,2.333333,0.91004,0.9,1.233333,0.466667,0
NL_G16_SINGLE_BUBBLE_V003_W0012,NL_G16_SINGLE_BUBBLE_V003,12,20,0.9,2.0,0.716568,0.5,1.0,0.513469,2.8,0.882014,1.0,1.3,-1.9,0
NL_G16_SINGLE_BUBBLE_V003_W0013,NL_G16_SINGLE_BUBBLE_V003,13,20,1.4,2.0,0.966092,0.7,1.1,0.933333,2.166667,0.826865,0.833333,1.2,-0.766667,0
